measure,sex,age group,age units,disease,aliases,prevalence
Prevalence,Male,1-5 months,M,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Male,6-11 months,M,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Male,12-23 months,M,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Male,2-4 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Male,5-9 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Male,10-14 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Male,15-19 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.01%
Prevalence,Male,20-24 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.02%
Prevalence,Male,25-29 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.06%
Prevalence,Male,30-34 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.08%
Prevalence,Male,35-39 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.10%
Prevalence,Male,40-44 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.14%
Prevalence,Male,45-49 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.18%
Prevalence,Male,50-54 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.26%
Prevalence,Male,55-59 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.40%
Prevalence,Male,60-64 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.52%
Prevalence,Male,65-69 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.73%
Prevalence,Male,70-74 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.92%
Prevalence,Male,75-79 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",1.07%
Prevalence,Male,80-84 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",1.25%
Prevalence,Male,85-89 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",1.36%
Prevalence,Male,90-94 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.80%
Prevalence,Male,95+ years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.15%
Prevalence,Female,0-6 days,D,Ovarian cancer,Ovarian carcinoma,0.00%
Prevalence,Female,7-27 days,D,Ovarian cancer,Ovarian carcinoma,0.00%
Prevalence,Female,1-5 months,M,Ovarian cancer,Ovarian carcinoma,0.00%
Prevalence,Female,6-11 months,M,Ovarian cancer,Ovarian carcinoma,0.00%
Prevalence,Female,12-23 months,M,Ovarian cancer,Ovarian carcinoma,0.00%
Prevalence,Female,2-4 years,Y,Ovarian cancer,Ovarian carcinoma,0.00%
Prevalence,Female,5-9 years,Y,Ovarian cancer,Ovarian carcinoma,0.00%
Prevalence,Female,10-14 years,Y,Ovarian cancer,Ovarian carcinoma,0.00%
Prevalence,Female,15-19 years,Y,Ovarian cancer,Ovarian carcinoma,0.01%
Prevalence,Female,20-24 years,Y,Ovarian cancer,Ovarian carcinoma,0.01%
Prevalence,Female,25-29 years,Y,Ovarian cancer,Ovarian carcinoma,0.02%
Prevalence,Female,30-34 years,Y,Ovarian cancer,Ovarian carcinoma,0.02%
Prevalence,Female,35-39 years,Y,Ovarian cancer,Ovarian carcinoma,0.03%
Prevalence,Female,40-44 years,Y,Ovarian cancer,Ovarian carcinoma,0.05%
Prevalence,Female,45-49 years,Y,Ovarian cancer,Ovarian carcinoma,0.08%
Prevalence,Female,50-54 years,Y,Ovarian cancer,Ovarian carcinoma,0.09%
Prevalence,Female,55-59 years,Y,Ovarian cancer,Ovarian carcinoma,0.11%
Prevalence,Female,60-64 years,Y,Ovarian cancer,Ovarian carcinoma,0.12%
Prevalence,Female,65-69 years,Y,Ovarian cancer,Ovarian carcinoma,0.13%
Prevalence,Female,70-74 years,Y,Ovarian cancer,Ovarian carcinoma,0.13%
Prevalence,Female,75-79 years,Y,Ovarian cancer,Ovarian carcinoma,0.11%
Prevalence,Female,80-84 years,Y,Ovarian cancer,Ovarian carcinoma,0.13%
Prevalence,Female,85-89 years,Y,Ovarian cancer,Ovarian carcinoma,0.07%
Prevalence,Female,90-94 years,Y,Ovarian cancer,Ovarian carcinoma,0.05%
Prevalence,Female,95+ years,Y,Ovarian cancer,Ovarian carcinoma,0.02%
Prevalence,Male,0-6 days,D,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Male,7-27 days,D,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Male,1-5 months,M,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Male,6-11 months,M,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Male,12-23 months,M,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Male,2-4 years,Y,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Male,5-9 years,Y,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Male,10-14 years,Y,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Male,15-19 years,Y,Testicular cancer,Ovarian carcinoma,0.03%
Prevalence,Male,20-24 years,Y,Testicular cancer,Ovarian carcinoma,0.13%
Prevalence,Male,25-29 years,Y,Testicular cancer,Ovarian carcinoma,0.20%
Prevalence,Male,30-34 years,Y,Testicular cancer,Ovarian carcinoma,0.17%
Prevalence,Male,35-39 years,Y,Testicular cancer,Ovarian carcinoma,0.13%
Prevalence,Male,40-44 years,Y,Testicular cancer,Ovarian carcinoma,0.11%
Prevalence,Male,45-49 years,Y,Testicular cancer,Ovarian carcinoma,0.07%
Prevalence,Male,50-54 years,Y,Testicular cancer,Ovarian carcinoma,0.05%
Prevalence,Male,55-59 years,Y,Testicular cancer,Ovarian carcinoma,0.04%
Prevalence,Male,60-64 years,Y,Testicular cancer,Ovarian carcinoma,0.03%
Prevalence,Male,65-69 years,Y,Testicular cancer,Ovarian carcinoma,0.02%
Prevalence,Male,70-74 years,Y,Testicular cancer,Ovarian carcinoma,0.02%
Prevalence,Male,75-79 years,Y,Testicular cancer,Ovarian carcinoma,0.01%
Prevalence,Male,80-84 years,Y,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Male,85-89 years,Y,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Male,90-94 years,Y,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Male,95+ years,Y,Testicular cancer,Ovarian carcinoma,0.00%
Prevalence,Female,0-6 days,D,Kidney cancer,"Renal cell carcinoma, renal cancer",0.09%
Prevalence,Female,7-27 days,D,Kidney cancer,"Renal cell carcinoma, renal cancer",0.02%
Prevalence,Female,1-5 months,M,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Female,6-11 months,M,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Female,12-23 months,M,Kidney cancer,"Renal cell carcinoma, renal cancer",0.02%
Prevalence,Female,2-4 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Female,5-9 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Female,10-14 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Female,15-19 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.00%
Prevalence,Female,20-24 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Female,25-29 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Female,30-34 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Female,35-39 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.02%
Prevalence,Female,40-44 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.04%
Prevalence,Female,45-49 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.06%
Prevalence,Female,50-54 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.09%
Prevalence,Female,55-59 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.12%
Prevalence,Female,60-64 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.17%
Prevalence,Female,65-69 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.21%
Prevalence,Female,70-74 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.27%
Prevalence,Female,75-79 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.27%
Prevalence,Female,80-84 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.23%
Prevalence,Female,85-89 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.12%
Prevalence,Female,90-94 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.04%
Prevalence,Female,95+ years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.02%
Prevalence,Male,0-6 days,D,Kidney cancer,"Renal cell carcinoma, renal cancer",0.07%
Prevalence,Male,7-27 days,D,Kidney cancer,"Renal cell carcinoma, renal cancer",0.02%
Prevalence,Male,1-5 months,M,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Male,6-11 months,M,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Male,12-23 months,M,Kidney cancer,"Renal cell carcinoma, renal cancer",0.02%
Prevalence,Male,2-4 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.00%
Prevalence,Male,5-9 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Male,10-14 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.00%
Prevalence,Male,15-19 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.00%
Prevalence,Male,20-24 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Male,25-29 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.01%
Prevalence,Male,30-34 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.02%
Prevalence,Male,35-39 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.04%
Prevalence,Male,40-44 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.08%
Prevalence,Male,45-49 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.13%
Prevalence,Male,50-54 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.20%
Prevalence,Male,55-59 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.29%
Prevalence,Male,60-64 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.38%
Prevalence,Male,65-69 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.47%
Prevalence,Male,70-74 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.56%
Prevalence,Male,75-79 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.56%
Prevalence,Male,80-84 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.45%
Prevalence,Male,85-89 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.23%
Prevalence,Male,90-94 years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.07%
Prevalence,Male,95+ years,Y,Kidney cancer,"Renal cell carcinoma, renal cancer",0.04%
Prevalence,Female,0-6 days,D,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Female,7-27 days,D,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Female,1-5 months,M,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Female,6-11 months,M,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Female,12-23 months,M,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Female,2-4 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Female,5-9 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Female,10-14 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Female,15-19 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Female,20-24 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Female,25-29 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Female,30-34 years,Y,Bladder cancer,Bladder carcinoma,0.01%
Prevalence,Female,35-39 years,Y,Bladder cancer,Bladder carcinoma,0.02%
Prevalence,Female,40-44 years,Y,Bladder cancer,Bladder carcinoma,0.02%
Prevalence,Female,45-49 years,Y,Bladder cancer,Bladder carcinoma,0.04%
Prevalence,Female,50-54 years,Y,Bladder cancer,Bladder carcinoma,0.07%
Prevalence,Female,55-59 years,Y,Bladder cancer,Bladder carcinoma,0.12%
Prevalence,Female,60-64 years,Y,Bladder cancer,Bladder carcinoma,0.17%
Prevalence,Female,65-69 years,Y,Bladder cancer,Bladder carcinoma,0.23%
Prevalence,Female,70-74 years,Y,Bladder cancer,Bladder carcinoma,0.33%
Prevalence,Female,75-79 years,Y,Bladder cancer,Bladder carcinoma,0.41%
Prevalence,Female,80-84 years,Y,Bladder cancer,Bladder carcinoma,0.42%
Prevalence,Female,85-89 years,Y,Bladder cancer,Bladder carcinoma,0.41%
Prevalence,Female,90-94 years,Y,Bladder cancer,Bladder carcinoma,0.25%
Prevalence,Female,95+ years,Y,Bladder cancer,Bladder carcinoma,0.16%
Prevalence,Male,0-6 days,D,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Male,7-27 days,D,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Male,1-5 months,M,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Male,6-11 months,M,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Male,12-23 months,M,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Male,2-4 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Male,5-9 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Male,10-14 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Male,15-19 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Male,20-24 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Male,25-29 years,Y,Bladder cancer,Bladder carcinoma,0.00%
Prevalence,Male,30-34 years,Y,Bladder cancer,Bladder carcinoma,0.01%
Prevalence,Male,35-39 years,Y,Bladder cancer,Bladder carcinoma,0.02%
Prevalence,Male,40-44 years,Y,Bladder cancer,Bladder carcinoma,0.04%
Prevalence,Male,45-49 years,Y,Bladder cancer,Bladder carcinoma,0.08%
Prevalence,Male,50-54 years,Y,Bladder cancer,Bladder carcinoma,0.19%
Prevalence,Male,55-59 years,Y,Bladder cancer,Bladder carcinoma,0.36%
Prevalence,Male,60-64 years,Y,Bladder cancer,Bladder carcinoma,0.61%
Prevalence,Male,65-69 years,Y,Bladder cancer,Bladder carcinoma,0.86%
Prevalence,Male,70-74 years,Y,Bladder cancer,Bladder carcinoma,1.15%
Prevalence,Male,75-79 years,Y,Bladder cancer,Bladder carcinoma,1.48%
Prevalence,Male,80-84 years,Y,Bladder cancer,Bladder carcinoma,1.49%
Prevalence,Male,85-89 years,Y,Bladder cancer,Bladder carcinoma,1.44%
Prevalence,Male,90-94 years,Y,Bladder cancer,Bladder carcinoma,1.07%
Prevalence,Male,95+ years,Y,Bladder cancer,Bladder carcinoma,0.62%
Prevalence,Female,0-6 days,D,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.31%
Prevalence,Female,7-27 days,D,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.06%
Prevalence,Female,1-5 months,M,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.04%
Prevalence,Female,6-11 months,M,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Female,12-23 months,M,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.06%
Prevalence,Female,2-4 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.01%
Prevalence,Female,5-9 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Female,10-14 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Female,15-19 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Female,20-24 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Female,25-29 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Female,30-34 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Female,35-39 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Female,40-44 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Female,45-49 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Female,50-54 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Female,55-59 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Female,60-64 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Female,65-69 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Female,70-74 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Female,75-79 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Female,80-84 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Female,85-89 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Female,90-94 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.05%
Prevalence,Female,95+ years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Male,0-6 days,D,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.29%
Prevalence,Male,7-27 days,D,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.05%
Prevalence,Male,1-5 months,M,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.05%
Prevalence,Male,6-11 months,M,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.04%
Prevalence,Male,12-23 months,M,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.08%
Prevalence,Male,2-4 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Male,5-9 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Male,10-14 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Male,15-19 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Male,20-24 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Male,25-29 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Male,30-34 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Male,35-39 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Male,40-44 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Male,45-49 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.02%
Prevalence,Male,50-54 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.03%
Prevalence,Male,55-59 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.04%
Prevalence,Male,60-64 years,Y,Brain and central nervous system cancer,"Brain tumor, central nervous system tumor, glioblastoma, astrocytoma, meningioma",0.04%
